IDArkeoGIS;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;IdArk;IdPactols;IdAat
395;Produksi;Métal;Réduction;Fer;;http://ark.frantiq.fr/ark:/26678/pcrtJWWucnutA0;14726;http://vocab.getty.edu/page/aat/300011002
396;Produksi;Métal;Réduction;Fer;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
397;Produksi;Métal;Réduction;Fer;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
398;Produksi;Métal;Réduction;Argent;;http://ark.frantiq.fr/ark:/26678/pcrtcWoSlbWLE0;13338;http://vocab.getty.edu/page/aat/300011029
399;Produksi;Métal;Réduction;Argent;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
400;Produksi;Métal;Réduction;Argent;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
401;Produksi;Métal;Réduction;Perunggu;;http://ark.frantiq.fr/ark:/26678/pcrtjzKlry0LZi;13652;http://vocab.getty.edu/page/aat/300010957
402;Produksi;Métal;Réduction;Perunggu;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
403;Produksi;Métal;Réduction;Perunggu;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
404;Produksi;Métal;Réduction;Or;;http://ark.frantiq.fr/ark:/26678/pcrtuihSl3eSnW;15995;http://vocab.getty.edu/page/aat/300011021
405;Produksi;Métal;Réduction;Or;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
406;Produksi;Métal;Réduction;Or;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
407;Produksi;Métal;Réduction;Cuivre;;http://ark.frantiq.fr/ark:/26678/pcrt16pnvNar4g;14200;http://vocab.getty.edu/page/aat/300011020
408;Produksi;Métal;Réduction;Cuivre;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
409;Produksi;Métal;Réduction;Cuivre;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
410;Produksi;Métal;Réduction;Autres;;;;
411;Produksi;Métal;Réduction;Autres;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
412;Produksi;Métal;Réduction;Autres;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
413;Produksi;Métal;Tempa;;;http://ark.frantiq.fr/ark:/26678/pcrt3uOj7GEVaE;14795;http://vocab.getty.edu/page/aat/300007734
414;Produksi;Métal;Tempa;Fer;;http://ark.frantiq.fr/ark:/26678/pcrtJWWucnutA0;14726;http://vocab.getty.edu/page/aat/300011002
415;Produksi;Métal;Tempa;Fer;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
416;Produksi;Métal;Tempa;Fer;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
417;Produksi;Métal;Tempa;Argent;;http://ark.frantiq.fr/ark:/26678/pcrtcWoSlbWLE0;13338;http://vocab.getty.edu/page/aat/300011029
418;Produksi;Métal;Tempa;Argent;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
419;Produksi;Métal;Tempa;Argent;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
420;Produksi;Métal;Tempa;Perunggu;;http://ark.frantiq.fr/ark:/26678/pcrtjzKlry0LZi;13652;http://vocab.getty.edu/page/aat/300010957
421;Produksi;Métal;Tempa;Perunggu;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
422;Produksi;Métal;Tempa;Perunggu;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
423;Produksi;Métal;Tempa;Or;;http://ark.frantiq.fr/ark:/26678/pcrtuihSl3eSnW;15995;http://vocab.getty.edu/page/aat/300011021
424;Produksi;Métal;Tempa;Or;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
425;Produksi;Métal;Tempa;Or;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
426;Produksi;Métal;Tempa;Cuivre;;http://ark.frantiq.fr/ark:/26678/pcrt16pnvNar4g;14200;http://vocab.getty.edu/page/aat/300011020
427;Produksi;Métal;Tempa;Cuivre;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
428;Produksi;Métal;Tempa;Cuivre;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
429;Produksi;Métal;Tempa;Autres;;;;
430;Produksi;Métal;Tempa;Autres;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
431;Produksi;Métal;Tempa;Autres;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
1895;Produksi;Métal;Fonderie;;;https://ark.frantiq.fr/ark:/26678/pcrtA40egcJDkz;14788;http://vocab.getty.edu/page/aat/300054038
1896;Produksi;Métal;Fonderie;Plomb;;https://ark.frantiq.fr/ark:/26678/pcrtEpGlZykUTy;16297;http://vocab.getty.edu/page/aat/300011022
432;Produksi;Métal;Atelier monétaire;;;http://ark.frantiq.fr/ark:/26678/pcrteoqGpMvXlj;13460;http://vocab.getty.edu/page/aat/300006031
433;Produksi;Métal;Atelier monétaire;Fer;;http://ark.frantiq.fr/ark:/26678/pcrtJWWucnutA0;14726;http://vocab.getty.edu/page/aat/300011002
434;Produksi;Métal;Atelier monétaire;Fer;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
435;Produksi;Métal;Atelier monétaire;Fer;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
436;Produksi;Métal;Atelier monétaire;Argent;;http://ark.frantiq.fr/ark:/26678/pcrtcWoSlbWLE0;13338;http://vocab.getty.edu/page/aat/300011029
437;Produksi;Métal;Atelier monétaire;Argent;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
438;Produksi;Métal;Atelier monétaire;Argent;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
439;Produksi;Métal;Atelier monétaire;Perunggu;;http://ark.frantiq.fr/ark:/26678/pcrtjzKlry0LZi;13652;http://vocab.getty.edu/page/aat/300010957
440;Produksi;Métal;Atelier monétaire;Perunggu;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
441;Produksi;Métal;Atelier monétaire;Perunggu;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
442;Produksi;Métal;Atelier monétaire;Or;;http://ark.frantiq.fr/ark:/26678/pcrtuihSl3eSnW;15995;http://vocab.getty.edu/page/aat/300011021
443;Produksi;Métal;Atelier monétaire;Or;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
444;Produksi;Métal;Atelier monétaire;Or;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
445;Produksi;Métal;Atelier monétaire;Cuivre;;http://ark.frantiq.fr/ark:/26678/pcrt16pnvNar4g;14200;http://vocab.getty.edu/page/aat/300011020
446;Produksi;Métal;Atelier monétaire;Cuivre;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
447;Produksi;Métal;Atelier monétaire;Cuivre;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
448;Produksi;Métal;Atelier monétaire;Autres;;;;
449;Produksi;Métal;Atelier monétaire;Autres;Lokal;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
450;Produksi;Métal;Atelier monétaire;Autres;Régional;https://ark.frantiq.fr/ark:/26678/pcrthOtrQhBIUG;13991;http://vocab.getty.edu/page/aat/300061886
451;Produksi;Pierre;;;;http://ark.frantiq.fr/ark:/26678/pcrtSVdwKcS3MI;16689;http://vocab.getty.edu/page/aat/300011692
452;Produksi;Pierre;Atelier;;;https://ark.frantiq.fr/ark:/26678/pcrt9WrayiIQys;13457;http://vocab.getty.edu/page/aat/300053149
453;Produksi;Pierre;Atelier;Meule;;http://ark.frantiq.fr/ark:/26678/pcrt1Gqf0UzaZ3;15649;http://vocab.getty.edu/page/aat/300185256
454;Produksi;Pierre;Atelier;Meule;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
455;Produksi;Pierre;Atelier;Meule;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
456;Produksi;Pierre;Atelier;Meule;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
457;Produksi;Pierre;Atelier;Meule;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
458;Produksi;Pierre;Atelier;Meule;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
459;Produksi;Pierre;Atelier;Meule;Autres;;;
460;Produksi;Pierre;Atelier;Arsitektur;;http://ark.frantiq.fr/ark:/26678/pcrt9WrayiIQys;13457;http://vocab.getty.edu/page/aat/300264383
461;Produksi;Pierre;Atelier;Arsitektur;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
462;Produksi;Pierre;Atelier;Arsitektur;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
463;Produksi;Pierre;Atelier;Arsitektur;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
464;Produksi;Pierre;Atelier;Arsitektur;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
465;Produksi;Pierre;Atelier;Arsitektur;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
466;Produksi;Pierre;Atelier;Arsitektur;Autres;;;
467;Produksi;Pierre;Atelier;Outils;;https://ark.frantiq.fr/ark:/26678/pcrtxs8Kml8jLw;16050;http://vocab.getty.edu/page/aat/300024841
468;Produksi;Pierre;Atelier;Outils;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
469;Produksi;Pierre;Atelier;Outils;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
470;Produksi;Pierre;Atelier;Outils;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
471;Produksi;Pierre;Atelier;Outils;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
472;Produksi;Pierre;Atelier;Outils;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
473;Produksi;Pierre;Atelier;Outils;Autres;;;
474;Produksi;Pierre;Ekstraksi;;;https://ark.frantiq.fr/ark:/26678/pcrtXk6sdvTjnE;13755;http://vocab.getty.edu/page/aat/300000402
475;Produksi;Pierre;Ekstraksi;Meule;;https://ark.frantiq.fr/ark:/26678/pcrt1Gqf0UzaZ3;15649;http://vocab.getty.edu/page/aat/300185256
476;Produksi;Pierre;Ekstraksi;Meule;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
477;Produksi;Pierre;Ekstraksi;Meule;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
478;Produksi;Pierre;Ekstraksi;Meule;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
479;Produksi;Pierre;Ekstraksi;Meule;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
480;Produksi;Pierre;Ekstraksi;Meule;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
481;Produksi;Pierre;Ekstraksi;Meule;Autres;;;
482;Produksi;Pierre;Ekstraksi;Arsitektur;;https://ark.frantiq.fr/ark:/26678/pcrtQuZiT5nYY2;14070;http://vocab.getty.edu/page/aat/300014857
483;Produksi;Pierre;Ekstraksi;Arsitektur;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
484;Produksi;Pierre;Ekstraksi;Arsitektur;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
485;Produksi;Pierre;Ekstraksi;Arsitektur;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
486;Produksi;Pierre;Ekstraksi;Arsitektur;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
487;Produksi;Pierre;Ekstraksi;Arsitektur;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
488;Produksi;Pierre;Ekstraksi;Arsitektur;Autres;;;
489;Produksi;Pierre;Ekstraksi;Outils;;https://ark.frantiq.fr/ark:/26678/pcrtxs8Kml8jLw;16050;http://vocab.getty.edu/page/aat/300024841
490;Produksi;Pierre;Ekstraksi;Outils;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
491;Produksi;Pierre;Ekstraksi;Outils;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
492;Produksi;Pierre;Ekstraksi;Outils;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
493;Produksi;Pierre;Ekstraksi;Outils;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
494;Produksi;Pierre;Ekstraksi;Outils;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
495;Produksi;Pierre;Ekstraksi;Outils;Autres;;;
496;Produksi;Pierre;Non renseigné;;;;;
497;Produksi;Pierre;Non renseigné;Meule;;https://ark.frantiq.fr/ark:/26678/pcrt1Gqf0UzaZ3;15649;http://vocab.getty.edu/page/aat/300185256
498;Produksi;Pierre;Non renseigné;Meule;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
499;Produksi;Pierre;Non renseigné;Meule;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
500;Produksi;Pierre;Non renseigné;Meule;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
501;Produksi;Pierre;Non renseigné;Meule;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
502;Produksi;Pierre;Non renseigné;Meule;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
503;Produksi;Pierre;Non renseigné;Meule;Autres;;;
504;Produksi;Pierre;Non renseigné;Arsitektur;;https://ark.frantiq.fr/ark:/26678/pcrtKJVpuP3AET;13289;http://vocab.getty.edu/page/aat/300014857
505;Produksi;Pierre;Non renseigné;Arsitektur;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
506;Produksi;Pierre;Non renseigné;Arsitektur;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
507;Produksi;Pierre;Non renseigné;Arsitektur;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
508;Produksi;Pierre;Non renseigné;Arsitektur;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
509;Produksi;Pierre;Non renseigné;Arsitektur;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
510;Produksi;Pierre;Non renseigné;Arsitektur;Autres;;;
511;Produksi;Pierre;Non renseigné;Outils;;https://ark.frantiq.fr/ark:/26678/pcrtxs8Kml8jLw;16050;http://vocab.getty.edu/page/aat/300024841
512;Produksi;Pierre;Non renseigné;Outils;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
513;Produksi;Pierre;Non renseigné;Outils;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
514;Produksi;Pierre;Non renseigné;Outils;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
515;Produksi;Pierre;Non renseigné;Outils;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
516;Produksi;Pierre;Non renseigné;Outils;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
517;Produksi;Pierre;Non renseigné;Outils;Autres;;;
518;Produksi;Pierre;Chaux;;;http://ark.frantiq.fr/ark:/26678/pcrtERMm8Q0wYw;13847;http://vocab.getty.edu/page/aat/300011740
519;Produksi;Charbon;;;;https://ark.frantiq.fr/ark:/26678/pcrtmsvDnRnsoA;155890;http://vocab.getty.edu/page/aat/300000396
520;Produksi;Sel;;;;https://ark.frantiq.fr/ark:/26678/pcrtYHA8kKMYt9;14678;http://vocab.getty.edu/page/aat/300045537
521;Produksi;Verre;;;;https://ark.frantiq.fr/ark:/26678/pcrt125sJ3jsbN;17244;http://vocab.getty.edu/page/aat/300053929
522;Produksi;Autres;;;;;;
